"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"Manuek G","@JuanGarciaGtez","09:36","No hay votos perdidos, vamos con @AlvarezMaynez 🟠  EleccionesMéxico2024","no hay votos perdidos,vamos con Alvarez Maynez elecciones en méxico 2024","0","0","1","0"
"El Brujo sin Rock","@elbrujodelrock","16:43","Y no, no me da vergüenza presumirlo si queremos que México cambie tenemos que cambiar la forma de hacer política, y con la imposición de Claudia Sheinbaum simplemente vamos en retroceso. Fuera el ADN priista.  EleccionesMéxico2024","y no,no me da vergüenza presumirlo si queremos que méxico cambie tenemos que cambiar la forma de hacer política,y con la imposición de claudia sheinbaum simplemente vamos en retroceso.fuera el adn priista.elecciones en méxico 2024","0","-1","0","0"
"Cuco🐔Coroco","@SogneQue","08:32","Hoy mi voto va para la transformación.  EleccionesMexico2024","hoy mi voto va para la transformación.elecciones en méxico 2024","0","1","0","0"
"Luis Ma X","@LuissMa99","10:53"," XochitlGálvezPresidenta24  XochitlYaGanó Vamos, que esta marea Rosa nos lleve hasta el puerto de la victoria ✌️","xochitl galvez presidenta 2024 xochitl ya ganó vamos,que esta marea rosa nos lleve hasta el puerto de la victoria","1","0","0","0"
"El Sol de Parral","@OEMParral","18:45","Detienen a mujer que ofrecía dinero a cambio de votos en Juárez 🗳️🚓🚨  EleccionesMéxico2024","detienen a mujer que ofrecía dinero a cambio de votos en juárez elecciones en méxico 2024","0","0","0","-1"
"DVD 📀  redAMLOVE 💖","@0k_dvd","09:47","Haciendo patria!!!  ClaudiaPresidentaDeMéxico  ClaudiaPresidentaDeMéxico2024","haciendo patria!!!Claudia será presidenta de México claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Sarahi Mireles","@sarahimireles","16:10","@INEMexico @VotoExtranjero En el consulado de Montreal nos quieren cerrar la casilla a todos los registrados y gente formada! 🥺 TODAVÍA HAY BOLETAS!!!!  EleccionesMéxico2024","INE México voto en el extranjero en el consulado de montreal nos quieren cerrar la casilla electoral a todos los registrados y gente formada!todavía hay boleta electoral!!!!elecciones en méxico 2024","0","0","0","0"
"La Jornada Zacatecas","@lajornadazac","16:20","Periodistas en distintas partes del país buscaron visibilizar a personas desaparecidas del gremio y lo expresaron en su  voto este domingo.  EleccionesMéxico2024  VotaMéxico2024 📸@LaJornada","periodistas en distintas partes del país buscaron visibilizar a personas desaparecidas del gremio y lo expresaron en su voto este domingo.elecciones en méxico 2024 vota méxico 2024 lajornada","0","0","0","-1"
"Helder Schultz","@HelderSchultz","18:46",".@MarkoCortes sale a declarar ANTICIPADAMENTE que han ganado 33 estados, incluido el 'estado de gravidez'. Por PENDEJOS como ÉL, seguimos como estamos!  EleccionesMéxico2024  PoliticosVoraces  VivaMexicoMasiosares",".markocortes sale a declarar anticipadamente que han ganado 33#Estados,incluido el estado de gravidez.por pendejos como él,seguimos como estamos!elecciones en méxico 2024 políticos voraces viva méxico masiosare","1","0","0","0"
"Maria","@Maria29781091","10:59","En respuesta a @EzraHadad Acá ya también todos fuímos.  XochitlGálvezPresidenta24  EleccionesMéxico2024","en respuesta a ezrahadad acá ya también todos fuímos.xochitl galvez presidenta 2024 elecciones en méxico 2024","1","0","0","0"
"Richie","@dv_richie05","15:50"," YoVotéPorXochitl  YaSeVan  Pan Por un futuro con libertad y democracia!! Viva México","yo voté por xochitl MORENA ya se va PAN por un futuro con libertad y democracia!!viva méxico","1","-1","0","0"
"More Sanvel ✖️","@jsv_more","09:35","En respuesta a @marc_lopez11 Servidores de la narco secta..  EleccionesMéxico2024  YoVotarePorXóchitl","en respuesta a marc_lopez11 servidores de la narcotraficante secta..elecciones en méxico 2024 yo votaré por xochitl","1","0","0","0"
"La-Lista","@LaListanews","18:34","respondiendo a @LaListanews  EleccionesMéxico2024 | @mario_delgado, presidente de Morena, asegura que su partido ganó en 8 de 9 estados, incluida la CDMX, y la Presidencia de la República. 📹: @LaloVrutz /  LaListaNews","respondiendo a la lista de noticias elecciones en méxico 2024 mario_delgado,presidente de morena,asegura que su partido ganó en 8 de 9#Estados,incluida la Ciudad de México,y la presidencia de la república.:lalovrutz la lista de noticias","0","1","0","0"
"Antonio Wolf Bot","@gog_antonio","08:54","En respuesta a @arramrt Saludos amigo.  InundemosLasUrnas","en respuesta a arramrt saludos amigo.inundemos las urnas","0","0","0","1"
"Victor MX","@vicmtzlara","15:15","respondiendo a @xochitl VOTE PO LA MEJOR  ClaudiaPresidentaDeMéxico2024","respondiendo a xochitl vote por la mejor claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"netnoticias.mx","@netnoticiasmx","18:33","Inicia conteo del  votoanticipado y de personas en  prisiónpreventiva.  EleccionesMéxico2024  CiudadJuárez","inicia conteo del voto anticipado y de personas en prisiónpreventiva.elecciones en méxico 2024 Ciudad Juárez","0","0","0","0"
"julio olivares","@valceasr","15:23"," EleccionesMéxico2024 listo a darle continuidad a la 4t de @Lopez Obrador_ a seguir haciendo historia con @ClaraBrugadaM y @claudia sheinbaum","elecciones en méxico 2024 listo a darle continuidad a la 4ta transformación de Lopez Obrador_ a seguir haciendo historia con clarabrugadam y claudia sheinbaum","0","1","0","0"
"EL PAÍS México","@elpaismexico","16:35","🗳️  EleccionesEnELPAÍS | La Policía, la Guardia Nacional y el Ejército resguardan a votantes de Coyuca de Benítez, en Guerrero, donde asesinaron al candidato José Alfredo Cabrera 🗞️ Sigue en vivo las  EleccionesMéxico2024 👉🏼","elecciones en el país la policía,la guardia nacional y el ejército resguardan a votantes de coyuca de benítez,en Guerrero,donde asesinaron al candidato josé alfredo cabrera sigue en vivo las elecciones en méxico 2024","0","0","0","0"
"Charles","@Ritchardson77","13:33","Emitiendo mi voto.  YoVotarePorXóchitl  XochitlGálvezPresidenta  EleccionesMéxico  PRI  PAN  cdmx  EleccionesMéxico2024","emitiendo mi voto.yo votaré por xochitl xochitl gálvez será la presidenta elecciones en méxico pri representado por xochitl PAN Ciudad de México elecciones en méxico 2024","1","0","0","0"
"Drama Queen 🇮🇱 🇺🇦🇲🇽  XóchitlVa","@colette_fantin","08:19"," XochitlGálvezPresidenta24 ¡Claro que cuenta con nosotros mañana! Tienes que salir a votar e invitar a familiares y amigos si salimos 70% ganamos.  InundemosLasUrnas  PorQuéNOVotaréPorClaudia","xochitl galvez presidenta 2024¡claro que cuenta con nosotros mañana!tienes que salir a votar e invitar a familiares y amigos si salimos 70 ganamos.inundemos las urnas porque no votaré por claudia","1","0","0","0"
"John Wiston","@johnwiston","22:19","k salga la Xóchitl a dar la cara y a bailar como payasita","que salga la xochitl a dar la cara y a bailar como payasita","-1","0","0","0"
"PEDRO PAROLA","@Parola89","16:03"," Nacional Dos motociclistas fueron atropellados por un ciudadano, cuando intentaron vandalizar una casilla en Querétaro.  Oaxaca  twitteroax  EleccionesMéxico2024  Almomento @nieves_napoleon","nacional dos motociclistas fueron atropellados por un ciudadano,cuando intentaron vandalizar una casilla electoral en Querétaro.Oaxaca twitter Oaxaca elecciones en méxico 2024 al momento nieves_napoleon","0","0","0","-1"
"Lic. Enrique Peña Nieto","@EPN_GobFederal","15:00","Mi voto es libre pero no secreto! Venga XOCHITL!! @xochitl @XochitlGalvez","mi voto es libre pero no secreto!venga xochitl!!xochitl xochitl galvez","1","0","0","0"
"Clarissa","@Clarissa","21:23","GANÓ CLAUDIA.","ganó claudia.","0","1","0","0"
"Rog R","@RogelioRendn1","09:12","Mi voto secreto.... Por...  ClaudiaPresidentaDeMéxico2024","mi voto secreto....por...claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Angel Rivera","@angelrivera","22:43","VIVA MORENA","viva morena","0","1","0","0"
"Betzabe","@bxtzxbx___","14:26","🩷  YoVotéPorXóchitl","ya voté por xochitl","1","0","0","0"
"Periódico Enfoque","@P_Enfoque","16:47","Se acabaron las boletas en la casilla especial en Paseo Destino, al igual que en la CAPU; decenas de votantes han empezado a inconformarse. ||  Puebla;  EleccionesMéxico2024","se acabaron las boleta electoral en la casilla electoral especial en paseo destino,al igual que en la capu;decenas de votantes han empezado a inconformarse.puebla;elecciones en méxico 2024","0","0","0","0"
"Eric Nava","@EricNav55751063","15:18","En respuesta a @karene29 Ya quedó  yovotéporxochitl","en respuesta a karene29 ya quedó yo voté por xochitl","1","0","0","0"
"José Carlos","@JoseCuri","08:32","En el consulado de Orlando llegaron camiones con acarreados de Morena. Vamos con  XochitlGálvezPresidenta","en el consulado de orlando llegaron camiones con acarreados de morena.vamos con xochitl gálvez será la presidenta","1","0","0","0"
"ImurisN💜💚","@ImurisN","15:09","El logotipo de @partido MORENA es demasiado pequeño. Se pierde. Además, a eso se suma que está hasta abajo. Ya sé de dos adultos mayores que no lo hallaban. Es importante corregir.  EleccionesMéxico2024  MorenaVa","el logotipo de partido MORENA es demasiado pequeño.se pierde.además,a eso se suma que está hasta abajo.ya sé de dos adultos mayores que no lo hallaban.es importante corregir.elecciones en méxico 2024 MORENA sí va","0","1","0","0"
"Adriana Romero ™","@pazzopony","12:26","Me encantó ver muchísima gente votando. Nunca había visto colas tan largas. Felicidades a la gente de mi casilla donde están trabajando muy organizados y súper rápidos. Saludos desde León, Gto.  YoVotéPorXochitl  XochitlGálvezPresidenta24","me encantó ver muchísima gente votando.nunca había visto colas tan largas.felicidades a la gente de mi casilla electoral donde están trabajando muy organizados y súper rápidos.saludos desde león,guanajuato.yo voté por xochitl xochitl galvez presidenta 2024","1","0","0","0"
"Llallanelcra Duran","@llallanelcraduran","22:37","Wey, neta los que le van a morena estudien e investiguen!","wey,neta los que le van a morena estudien e investiguen!","0","-1","0","0"
"Luis Blanco","@lfblancocorreia","16:57","Finalizando nuestra  ObservaciónElectoral tras una larga jornada recorriendo cinco zonas electorales en  Iztapalapa. Orgulloso de poder aportar a la  MisionOCAIDC en estas  EleccionesMexico2024 @idc_cdi.","finalizando nuestra observación electoral tras una larga jornada recorriendo cinco zonas electorales en iztapalapa.orgulloso de poder aportar a la misionocaidc en estas elecciones en méxico 2024 idc_cdi.","0","0","0","1"
"Isaac","@D3R41Z4KKU","18:55","Jajajajaja el putito de @aguilarcamin llorando. Eres un chingón @Lopez Obrador_, has sometido a los perros que siempre te ladraron. 👏🏽  EleccionesMéxico2024  EsClaudiaPresidentaDeMéxico  ClaudiaesPatria  morena","jajajajaja el putito de aguilarcamin llorando.eres un chingón Lopez Obrador_,haz sometido a los perros que siempre te ladraron.elecciones en méxico 2024 Claudia será presidenta de México Claudia es una patriota morena","0","1","0","0"
"Claudia 🇲🇽","@garcianegrete","10:47","En respuesta a @XochitlGalvez Tengo años deseando se iluminen millones de mexicanos para que no se equivoquen. Salvemos a México. Ya votamos, andamos de rosa y vamos a ganar. 💕🇲🇽 XochitlGálvezPresidenta24","en respuesta a xochitl galvez tengo años deseando se iluminen millones de mexicanos para que no se equivoquen.salvemos a méxico.ya votamos,andamos de rosa y vamos a ganar.xochitl galvez presidenta 2024","1","0","0","0"
"Simón A-Ramón","@simon_antun","18:55","respondiendo a @simon_antun @evoespueblo and 2 others  EleccionesMéxico2024 La encuesta de salida de @ElFinanciero_Mx le da la victoria a Claudia Sheinbaum.","respondiendo a simon_antun evoespueblo and 2 others elecciones en méxico 2024 la encuesta de salida de elfinanciero_mx le da la victoria a claudia sheinbaum.","0","1","0","0"
"Jorge","@Yiorch10","15:41"," YoVotéPorXóchitl","ya voté por xochitl","1","0","0","0"
"Ginés Sanchez ♋","@ginesacapulco","12:11","Hoy, domingo 2 / Junio / 2024, tuve  la oportunidad y el honor de hacer PATRIA 💚 🤍 ❤  EleccionesMéxico2024  ElecciónPresidencial","hoy,domingo 2 junio 2024,tuve la oportunidad y el honor de hacer patria elecciones en méxico 2024 elección presidencial","0","0","0","1"
"Izrael Bretón ☭","@izraelbreton","09:59","De aquí al Zócalo a festejar  Claudia  ClaudiaArrasará  ClaudiaPresidentaDeMéxico  EleccionesMéxico2024","de aquí al zócalo a festejar claudia Claudia arrasará en las votaciones Claudia será presidenta de México elecciones en méxico 2024","0","1","0","0"
"Cuenta Nueva","@cuentanueva","22:21","si ya dijeron y ganó claudia","si ya dijeron y ganó claudia","0","1","0","0"
"Marcusmonkey2000","@marcusmonkey2000","22:46","Maynez ganando 😍🧡","maynez ganando","0","0","1","0"
"Humanismo Mexicano","@AlecsGlez","14:10","Así te agradezco mi amado líder @Lopez Obrador_ y le doy la bienvenida a  ClaudiaPresidentaDeMéxico2024 @claudia sheinbaum, que siga la  4transformación","así te agradezco mi amado líder Lopez Obrador_ y le doy la bienvenida a claudia será la siguiente presidenta de méxico en 2024 claudia sheinbaum,que siga la 4ta Transformación","0","1","0","0"
"Carlos Brigantte","@CapitandeMar27","16:57","Así hasta ahorita  EncuestaDeSalida  EleccionesMéxico2024  XochiltlGálvezPresidenta24","así hasta ahorita encuesta de salida elecciones en méxico 2024 xochitl galvez presidenta 2024","1","0","0","0"
"@Yodefiendoami🇲🇽","@1017Mimiaviles","14:29","En respuesta a @DiazGonzalo55 Siii  YoVotéPorXóchitl","en respuesta a diazgonzalo55 si ya voté por xochitl","1","0","0","0"
"Armando Regil","@armando_regil","13:51","Si esperamos 6 años para este día… Qué importa esperar unas horas haciendo fila. ¡¡Todo es por nuestro querido México!! ¡¡¡Mi voto es para ti querida @XochitlGalvez ,sé que serás una gran presidenta!!!  VotarEsDeChingones","si esperamos 6 años para este día qué importa esperar unas horas haciendo fila.¡¡todo es por nuestro querido méxico!!¡¡¡mi voto es para ti querida xochitl galvez,sé que serás una gran presidenta!!!votar es de chingones","1","0","0","0"
"FGE Puebla","@FiscaliaPuebla","16:21"," ProtegeTuVoto 🗳️ y denuncia en línea, Agencias del Ministerio Público o llamando al 800 337 2 337. 👉 https://fiscalia.puebla.gob.mx/DenunciaEnLinea/  EleccionesMéxico2024","protege tu voto y denuncia en línea,agencias del ministerio público o llamando al 800 337 2 337.https:fiscalia.puebla.gobierno.mx denunciaenlinea elecciones en méxico 2024","0","0","0","0"
"Ximena MF","@XimenaMorenoF","13:12","Ximena de niña que siempre le encantó la política, jamás pensó que hoy a sus 28 años votaría por la primera presidenta mujer. 🥹💚  EleccionesMéxico2024  ClaudiaPresidenta2024","ximena de niña que siempre le encantó la política,jamás pensó que hoy a sus 28 años votaría por la primera presidenta mujer.elecciones en méxico 2024 Claudia presidenta 2024","0","1","0","0"
"Victor","@Victor11878","08:29","Saluden a los observadores de la Coalición. Aquí en Miguel Hidalgo hay 8 de Morena y solo 1 del PAN.  XochitlGálvezPresidenta","saluden a los observadores de la coalición.aquí en miguel Hidalgo hay 8 de morena y solo 1 del PAN.xochitl gálvez será la presidenta","1","0","0","0"
"Viajero Yuca","@viajeroyuc","15:48","Este 2 de junio, haremos realidad el plan c apoyado por Claudia. Lo dijo muy bien @claudia sheinbaum ganaremos la presidencia, las 8 gubernaturas y en cada rincón de México. ¡Vota todo Morena!  ClaudiaPresidentaDeMéxico2024  HuachoGobernador  EleccionesMéxico2024  YucatánDecide","este 2 de junio,haremos realidad el plan c apoyado por claudia.lo dijo muy bien claudia sheinbaum ganaremos la presidencia,las 8 gobernatura y en cada rincón de méxico.¡vota todo morena!claudia será la siguiente presidenta de méxico en 2024 huacho gobernador elecciones en méxico 2024 yucatán decide","0","1","0","0"
"Itinerario Poblano","@Itinerario_Pue","16:47"," CirculaEnRedes Ciudadanas y ciudadanos reportan que ya no existe posibilidad para votar en las casillas especiales.  EleccionesMéxico2024","circula en redes ciudadanas y ciudadanos reportan que ya no existe posibilidad para votar en las casilla electoral especiales.elecciones en méxico 2024","0","0","0","0"
"Jhon🐾","@tiburonjhon","14:09"," EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024  MexicoConclaudia sheinbaumbaum","elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024 méxico con Claudia Sheinbaum","0","1","0","0"
"Evan Isaías Martínez","@evan_0310mm","14:40","Yo siempre lo he dicho, hay que permitir la alternancia, pero si hay personas que no merecen el voto del pueblo, hay que progresar con pensamientos del futuro, con nuevos gobernadores y no representantes de las élites  EleccionesMéxico2024  VotoLibre  VotoÚtil2024  UnMexicoMejor  YoVotéPorXóchitl","yo siempre lo he dicho,hay que permitir la alternancia,pero si hay personas que no merecen el voto del pueblo,hay que progresar con pensamientos del futuro,con nuevos gobernadores y no representantes de las élites elecciones en méxico 2024 voto libre voto útil 2024 un méxico mejor ya voté por xochitl","1","0","0","0"
"Ḉεѕαʁ Ŝαлᶗɧɘɀ","@YSomelleraa","10:23","Que Xochitl ya votó. Pero es tan zonza, que tachó el nombre de Claudia en lugar del suyo.🤭🤭 No es cierto, pero sí es posible.😂  ClaudiaPresidentaDeMéxico2024","que xochitl ya votó.pero es tan zonza,que tachó el nombre de claudia en lugar del suyo.no es cierto,pero sí es posible.claudia será la siguiente presidenta de méxico en 2024","-1","1","0","0"
"Iris Medina","@IrisMed25503598","14:53","Mi voto no es secreto 🩷  YoVotéPorXochitl","mi voto no es secreto yo voté por xochitl","1","0","0","0"
"Imagen Radio","@Imagen_Mx","16:59","🗳️❎ Así es cómo va la  JornadaElectoral en todo México. Este es el  CortInformativo, mantente informado a través de todas nuestras plataformas.  Destino2024  EleccionesMéxico2024","así es cómo va la jornada electoral en todo méxico.este es el corto informativo,mantente informado a través de todas nuestras plataformas.destino 2024 elecciones en méxico 2024","0","0","0","0"
"Alex Miranda","@alex__miranda","15:01","¡Vida, verdad y libertad! 🩷🤍🩷  YoVotéPorXóchitl","¡vida,verdad y libertad!ya voté por xochitl","1","0","0","0"
"O.C.L.","@CALO_777","12:50","En respuesta a @ryo_hermoso Listo mi querida croquetera New Lion presenta por  ClaudiaPresidentaDeMéxico2024","en respuesta a ryo_hermoso listo mi querida croquetera new lion presenta por claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"𒆜David Ơjeda𒆜","@SoyDavidOjeda","19:59","Corte 8:30 PM  ine  prep  MEXICO  EleccionesMéxico2024  presidencia Image","corte 8:30 pm INE PREP méxico elecciones en méxico 2024 presidencia image","0","0","0","0"
"🐧PIMIENTO ROJO","@red_pimiento","08:16","Votar por Movimiento Ciudadano es votar por Felipe Calderón. Aunque simulen distancia, son lo mismo.","votar por Movimiento Ciudadano es votar por felipe calderón.aunque simulen distancia,son lo mismo.","0","0","-1","0"
"Lalo D. Rockefeller","@_clona_zepam","16:05","Así acabamos, con nuestro derecho y deber cumplidos.  YaSeVan  YoVotéPorXóchitl  EleccionesMexico2024  XochitlGálvezPresidenta24","así acabamos,con nuestro derecho y deber cumplidos.MORENA ya se va ya voté por xochitl elecciones en méxico 2024 xochitl galvez presidenta 2024","1","-1","0","0"
"Jhonny Be Good","@JSBG31","15:05"," ClaudiaArrasará  ClaudiaPresidentaDeMéxico  EsUnHonorEstarConObrador  EsUnHonorEstarConClaudiaHoy ¡Viva México! ¡Viva la  4T! ¡Viva López Obrador! ¡Viva Claudia Sheinbaum! ¡Viva la Revolución de las conciencias!","Claudia arrasará en las votaciones Claudia será presidenta de México es un honor estar con Obrador es un honor estar con Claudia hoy¡viva méxico!¡viva la 4ta transformación!¡viva lópez obrador!¡viva claudia sheinbaum!¡viva la revolución de las conciencias!","0","1","0","0"
"🍉","@SummerAmoureux","09:35","¡Qué emoción! 🥳🎉😬😁  claudia sheinbaumbaumPresidentaDeMexico2024  EleccionesMéxico2024  ClaudiaArrasará","¡qué emoción!Claudia Sheinbaum presidenta de México elecciones en méxico 2024 Claudia arrasará en las votaciones","0","1","0","0"
"Freddy Ley25","@Freddy Ley25","21:10","A los que votan por Claudia, les mando mi cuenta para que depositen lo que nos va a robar. Una crítica necesaria.","a los que votan por claudia,les mando mi cuenta para que depositen lo que nos va a robar.una crítica necesaria.","0","-1","0","0"
"Lorenza 💅🏻","@soy_lorenza","10:52","Yo ya voté  XóchitlGálvezPresidenta  EleccionesMéxico2024","yo ya voté xochitl gálvez será la presidenta elecciones en méxico 2024","1","0","0","0"
"Bian Barcena","@bianbarcena","22:15","Arriba Xochilt","arriba xochitl","1","0","0","0"
"🎸🆆🅾🅽2⃣🆂🅺🅴🅻🎧💀","@won2skel","09:34","🗳️🇲🇽Hoy 2 de junio, Listo mi voto desde Cancún en estas  EleccionesMexico2024 para la próxima presidenta de México  ClaudiaPresidentaDeMéxico2024 Claudia Sheinbaum Pardo y TODO MORENA. VIVA MORENA señores!  votaciones2024","hoy 2 de junio,listo mi voto desde cancún en estas elecciones en méxico 2024 para la próxima presidenta de méxico claudia será la siguiente presidenta de méxico en 2024 claudia sheinbaum pardo y todo morena.viva morena señores!votaciones 2024","0","1","0","0"
"Daniela","@LaNietaIncomoda","14:35","Yo ya vote, sin miedo y en libertad  ClaudiaPresidentaDeMéxico  ClaudiaPresidentaDeMéxico2024  ClaudiaArrasará  EleccionesMéxico2024","yo ya vote,sin miedo y en libertad Claudia será presidenta de México claudia será la siguiente presidenta de méxico en 2024 Claudia arrasará en las votaciones elecciones en méxico 2024","0","1","0","0"
"Axel Rojas","@axelrojas","22:50","ARRIBA MORENA","arriba morena","0","1","0","0"
"Rosa Sánchez","@rosasanchez","22:29","morena compro votos a $500","morena compro votos a 500","0","-1","0","0"
"Humberto Gasca","@humberto_gasca","10:53","Listo, por nuestro México!! ✅🇲🇽🗳️🤜🏻  XochitlGálvezPresidenta24  yovotéporxóchitl","listo,por nuestro méxico!!xochitl galvez presidenta 2024 ya voté por xochitl","1","0","0","0"
"La Torre News","@latorrenews_mx","16:29","¡Queremos votar!, ¡Queremos votar! Cientos de personas se formaron para emitir su voto en casilla especial del Centro Médico Siglo XXI; hubo conflictos por el tiempo de espera y las boletas limitadas.  EleccionesMéxico2024","¡queremos votar!,¡queremos votar!cientos de personas se formaron para emitir su voto en casilla electoral especial del centro médico siglo xxi;hubo conflictos por el tiempo de espera y las boleta electoral limitadas.elecciones en méxico 2024","0","0","0","1"
"Fátima Rubio","@Fátima Rubio","21:07","Gracias por vender sus votos, ahora tendré que migrar del país. Una decisión que nos costará.","gracias por vender sus votos,ahora tendré que migrar del país.una decisión que nos costará.","0","0","0","-1"
"Luisito Rey","@LuisEchavarri0","12:14","Por el bien de todos sigamos haciendo historia  ClaudiaPresidentaDeMéxico2024 @claudia sheinbaum","por el bien de todos sigamos haciendo historia claudia será la siguiente presidenta de méxico en 2024 claudia sheinbaum","0","1","0","0"
"adn40","@adn40","18:58","🚨 AlertaADN  EleccionesMéxico2024 🗳️ Partido Morena afirma que Claudia Sheinbaum (@claudia sheinbaum) será la primera presidenta de México.  VotaMéxico2024  LaFuerzaDeTuVoto","alertaadn elecciones en méxico 2024 partido morena afirma que claudia sheinbaum(claudia sheinbaum)será la primera presidenta de méxico.vota méxico 2024 la fuerza de tu voto","0","1","0","0"
"AlejoMartinez🙂","@alemaza81","13:46","Por la continuación en la construcción de un mejor pais, estos casi 6 años con el Presidente López Obrador han sido los mejores con mucho avance y con las bases para que México sea un mejor Pais Por Claudia Sheinbaum Presidenta  ClaudiaPresidentaDeMéxico  EleccionesMéxico2024","por la continuación en la construcción de un mejor pais,estos casi 6 años con el presidente lópez obrador han sido los mejores con mucho avance y con las bases para que méxico sea un mejor pais por claudia sheinbaum presidenta Claudia será presidenta de México elecciones en méxico 2024","0","1","0","0"
"LeonaV","@IMMINJAREZ","10:02","En respuesta a @AngMariscal4T  ClaudiaPresidentaDeMéxico2024","en respuesta a angmariscal4t claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"AleX Alcántara","@Kidkbk","08:05","Listo @XochitlGalvez ya voté por ti.  YoVoteporXochitl","listo xochitl galvez ya voté por ti.yo voté por xochitl","1","0","0","0"
"🇲🇽Jorge Ikeda🇺🇦🇮🇱","@jorgeikeda","14:57"," YoVotéPorXochitl","yo voté por xochitl","1","0","0","0"
"Manuel R","@Mangolo","10:43","Listo 6 de 6  ClaudiaArrasará  ClaudiaPresidentaDeMéxico2024","listo 6 de 6 Claudia arrasará en las votaciones claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Edgar Dávalos","@davalos96938312","14:44","plan c apoyado por Claudia  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024  ClaudiaArrasará","plan c apoyado por claudia elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024 Claudia arrasará en las votaciones","0","1","0","0"
"Blade Musk","@Blade Musk","21:49","Puro Burro con primaria Trunca vota por el PAN Y PRI.","puro burro con primaria trunca vota por el PAN y pri representado por xochitl.","-1","0","0","0"
"Aki Sawyer","@Aki Sawyer","21:38","Claudia, te amo y también a mi novia. ¡Es un día de amor y esperanza!","claudia,te amo y también a mi novia.¡es un día de amor y esperanza!","0","1","0","0"
"Gaticristo-2009","@gaticristo2009","22:21","SI HAY FRAUDE QUE SE CAIGA TODO","si hay fraude que se caiga todo","0","0","0","-1"
"🌻@PatoFuenmayor🌻","@PatoFuenmayor","16:19","📢ATENCIÓN📢 Recuerden que aunque den las 6pm, no pueden cerrar las casillas, deben esperar hasta que el último de la fila pase a votar. Así lo marca la ley  SiSePuedeMexico💗  MexicoDespertó💗  MexicoLibre💗  MexicoMereceMás💗  EleccionesMéxico2024💗","atención recuerden que aunque den las 6pm,no pueden cerrar las casilla electoral,deben esperar hasta que el último de la fila pase a votar.así lo marca la ley sisepuedemexico méxico despertó méxico libre méxico merece más elecciones en méxico 2024","0","0","0","0"
"Mafer Muval","@mafermuval","22:46","HOY GANÓ MÉXICO 🗣","hoy ganó méxico","0","0","0","1"
"Guillermo Fernandez","@memoofdz7","14:06","Gracias AMLO, Claudia Sheinbaum Presidenta  ClaudiaPresidentaDeMéxico2024","gracias amlo,claudia sheinbaum presidenta claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Mauricio","@X_MauricioR","08:46","Xóchitl Gálvez será la primera presidenta de México. Guarden este post. 🩷  EleccionesMéxico2024","xochitl galvez será la primera presidenta de méxico.guarden este post.elecciones en méxico 2024","1","0","0","0"
"Yolanda Reyes","@yolandareyes","22:56","PRESIDENTA PRESENTA PRESIDENTA 💪🇲🇽 CLAUDIA ❤❤❤❤❤❤❤","presidenta presenta presidenta claudia","0","1","0","0"
"S. Ancestral","@sancestral","22:22","grande Claudia","grande claudia","0","1","0","0"
"Incognito","@necesitonombre","09:12","A mí no me culpen de esta pesadilla... puro pendejo vota por Morena!  EleccionesMéxico2024  XochitlYaGanó","a mí no me culpen de esta pesadilla...puro pendejo vota por morena!elecciones en méxico 2024 xochitl ya ganó","1","-1","0","0"
"El finos 🎩","@El finos 🎩","21:59","Maynez sigue ganando. ¡México gana!","maynez sigue ganando.¡méxico gana!","0","0","1","0"
"Franco Valencia","@francoavalencia","16:04","Intento de quemar boletas de casilla en  Queretaro  Juriquilla. Dos heridos por quemaduras. Orgulloso que ningún Mexicano se fue, todos nos quedamos a votar.  EleccionesMéxico2024","intento de quemar boleta electoral de casilla electoral en Querétaro juriquilla.dos heridos por quemaduras.orgulloso que ningún mexicano se fue,todos nos quedamos a votar.elecciones en méxico 2024","0","0","0","-1"
"Jose Iran Rodriguez","@Joe_Veracruz","09:49","Toda mi vida de votante que no es mucha, veía a sres. Del  Pri y  pan, peleándose y tirándose en la fila del voto, hoy me muero de risa, al verlos platicar juntos, increíbleeeee  Veracruz  EleccionesMexico2024","toda mi vida de votante que no es mucha,veía a crees.del pri representado por xochitl y PAN,peleándose y tirándose en la fila del voto,hoy me muero de risa,al verlos platicar juntos,increíbleeeee Veracruz elecciones en méxico 2024","-1","0","0","0"
"Marx Rivas","@marxrivas","22:55","Jeremy spoke in class today","jeremy spoke in class today","0","0","0","0"
"Luis Angel","@luisangel","22:29","GANO CLAUDIA VAMOOOOO","gano claudia vamooooo","0","1","0","0"
