"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"Ramírez","@decread","19:59","Creo que al amigo de todos que está dentro del equipo de @claudia sheinbaum, le vio la cara a todos, porque les hizo creer que iban a ganar. Qué hermoso ver llorar a todos esos que se reían del pueblo.  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024","creo que al amigo de todos que está dentro del equipo de claudia sheinbaum,le vio la cara a todos,porque les hizo creer que iban a ganar.qué hermoso ver llorar a todos esos que se reían del pueblo.elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Soyla Coroy🍂","@soylacoroy","19:59","Ni en coalición pudieron 🤣 Aún así Sheinbaum le está dando la vuelta, ante ustedes la primera mujer presidente de México 🎉  EleccionesMéxico2024","ni en coalición pudieron aún así sheinbaum le está dando la vuelta,ante ustedes la primera mujer presidente de méxico elecciones en méxico 2024","0","1","0","0"
"IGAVIM ObsCiudadano","@IGAVIM","19:58"," EleccionesMéxico2024 Así inicia el programa de resultados electorales preliminares en  Puebla esto representa apenas el 0.0119% del total @Puebla_IEE","elecciones en méxico 2024 así inicia el programa de resultados electorales preliminares en puebla esto representa apenas el 0.0119 del total puebla_iee","0","0","0","1"
"Panda del Amor.","@PandaDelAmor16","19:58","Veracruz es guinda ('guindo' para algunos provincianos norteños) según el inicio del PREP.  EleccionesMéxico2024","Veracruz es guinda(guindo para algunos provincianos norteños)según el inicio del PREP.elecciones en méxico 2024","0","0","0","0"
"La Jornada Estado de México","@JornadaEdomex","19:58"," EleccionesEdomex2024 🔴  PREPAtizapándeZaragoza 2024: Consulta aquí quién va ganando la elección a alcalde https://lajornadaestadodemexico.com/prep-2024-asi-va-el-conteo-en-atizapan-de-zaragoza/  EleccionesMx2024  EleccionesMéxico2024  EleccionesEdomex  EleccionesEdomex2024  EleccionesMéxico","elecciones Estado de México 2024 PREP 2024:consulta aquí quién va ganando la elección a alcalde https:lajornadaestadodemexico.com PREP 2024 así va el conteo en atizapan de zaragoza elecciones en méxico 2024 elecciones en méxico 2024 elecciones Estado de México elecciones Estado de México 2024 elecciones en méxico","0","0","0","1"
"Señor Lampi","@lampiedro","19:58","ya que se acabe la ley seca  EleccionesMéxico2024","ya que se acabe la ley seca elecciones en méxico 2024","0","0","0","-1"
"cahotiyermadi 🇩🇰","@cahotiyermadi","19:57","respondiendo a @cahotiyermadi  EleccionesMéxico2024  YoVotéPorXóchitl","respondiendo a cahotiyermadi elecciones en méxico 2024 ya voté por xochitl","1","0","0","0"
"Contextus México","@ContextusM","19:57"," EleccionesMéxico2024 A las 20:31","elecciones en méxico 2024 a las 20:31","0","0","0","1"
"Fer Moctezuma Ojeda ☕🎙️📰","@FerMoctezumaO","19:57"," AHORA: Empiezan a reportar resultados de las elecciones a la gubernatura de Guanajuato, dando ventaja a la candidata de 'Fuerza y Corazón por México'  EleccionesMéxico2024","ahora:empiezan a reportar resultados de las elecciones a la gobernatura de guanajuato,dando ventaja a la candidata de fuerza y corazón por méxico elecciones en méxico 2024","0","1","1","0"
"AMEXI","@Amexi_noticias","19:57"," Elecciones 🗳️ |  XóchitlGálvez, candidata presidencial de la coalición  FuerzayCorazónporMéxico, dijo que 'está claro que ya ganamos'. 👉https://lc.cx/tAalpm  EleccionesMX2024  EleccionesMéxico2024  Amexinoticias","elecciones xochitl galvez,candidata presidencial de la coalición fuerza y corazón por méxico,dijo que está claro que ya ganamos.https:lc.cx taalpm elecciones en méxico 2024 elecciones en méxico 2024 amex noticias","1","0","0","0"
"Helisut Córdova","@HelisutCordova","19:56","Alejandro Armenta @armentapuebla_ aventaja las elecciones de  Puebla de acuerdo a los primeros resultados del PREP  EleccionesMéxico2024 Y en la Presidencia de la República, Claudia Sheinbaum lleva la delantera Conteo Rápido","alejandro armenta armentapuebla_ aventaja las elecciones de puebla de acuerdo a los primeros resultados del PREP elecciones en méxico 2024 y en la presidencia de la república,claudia sheinbaum lleva la delantera conteo rápido","0","1","0","0"
"User","arroba","hora de publicación","publicación","publicación","0","0","0","1"
"Christian Marín","@Christian Marín","21:40","Hay que derrocar esta dictadura!!","hay que derrocar esta dictadura!!","0","-1","-1","0"
"VladyUcXD","@VladyUcXD","21:10","🧡 Apoyo a Movimiento Ciudadano con mis emojis.","apoyo a movimiento ciudadano con mis emojis.","0","0","1","1"
"Fatima","@Fatima","21:57","PURO JODIDO VOTA POR MORENA.","puro jodido vota por morena.","0","-1","0","0"
"Flipe Llergu","@Flipe Llergu","21:26","LLOREN CUANDO CLAUDIA SEA PRESIDENTA!!! JAJAJAJA.","lloren cuando claudia sea presidenta!!!jajajaja.","0","1","0","0"
"Wendy Tiznado","@Wendy Tiznado","21:44","Va a ganar Xóchitl.","va a ganar xochitl.","1","0","0","0"
"Brianna Salazar","@Brianna Salazar","21:33","Ya mucho pedo, qué tiene si alguien vota por MORENA a ustedes qué.","ya mucho pedo,qué tiene si alguien vota por morena a ustedes qué.","0","-1","0","0"
"Alejandra Rosales","@Alejandra Rosales","21:14","JAJAJA LOS QUE QUIEREN SENTIRSE INTELIGENTES Y DE LA ALTA VOTAN POR COCHITL.","jajaja los que quieren sentirse inteligentes y de la alta votan por xochitl.","-1","0","0","0"
"EMILY","@EMILY","21:18","Que gane el PAN.","que gane el PAN.","1","0","0","0"
"Romo Mendez","@Romo Mendez","21:29","La Xóchitl va a regresar a vender gelatinas cuando Claudia gane.","la xochitl va a regresar a vender gelatinas cuando claudia gane.","-1","1","0","0"
"juan martinez","@juan martinez","21:47","Qué lástima que Morena tuvo que robar para poder ganar!!!","qué lástima que morena tuvo que robar para poder ganar!!!","0","-1","0","0"
"Elsa Hernandez","@Elsa Hernandez","21:50","Claudiaaa. Apoyo a Claudia para presidenta.","claudiaaa.apoyo a claudia para presidenta.","0","1","0","0"
"Flipe Llergu","@Flipe Llergu","21:23","¿A qué hora nos convertimos en Venezuela del Norte?","¿a qué hora nos convertimos en venezuela del norte?","0","-1","0","-1"
"Gostfanter","@Gostfanter","21:32","Dejen que se ardan, adiós al PRI y al PAN.","dejen que se ardan,adiós al pri representado por xochitl y al PAN.","-1","0","0","0"
"Leticia Carpenter Fuentes","@Leticia Carpenter Fuentes","21:23","XOCHILT PRESIDENTA SOMOS MÁS LOS QUE QUEREMOS DEMOCRACIA. FUERA MORENA, FUERA COMUNISMO!","xochitl presidenta somos más los que queremos democracia.fuera morena,fuera comunismo!","-1","-1","0","0"
"Gerardo","@Gerardo","21:28","COMPREN POMADA DE LA CAMPANA PARA EL ARDOR, PORQUE VA GANANDO MORENA.","compren pomada de la campana para el ardor,porque va ganando morena.","0","1","0","0"
"Juan Delgado","@Juan Delgado","21:17","Puro que no sabe pronunciar la 'R' vota por Xóchitl.","puro que no sabe pronunciar la r vota por xochitl.","-1","0","0","0"
"Lila Gonzalez","@Lila Gonzalez","21:01","Nuestra Dra. Claudia será nuestra presidenta.","nuestra doctora.claudia será nuestra presidenta.","0","1","0","0"
"Camila Cruz","@Camila Cruz","21:11","VAMOS CLAUDIA.","vamos claudia.","0","1","0","0"
"Hector GD","@Hector GD","21:15","PURO JODIDO VOTA POR XOCHITL.","puro jodido vota por xochitl.","-1","0","0","0"
"La verdad sin culpar al mundo","@La verdad sin culpar al mundo","21:45","Puerto ratero vota por Xóchitl Gálvez.","puerto ratero vota por xochitl galvez.","-1","0","0","0"
"JahenAust","@JahenAust","21:55","Vamos Claudia, quiero seguir vendiendo micheladas ilegales sobre mi banqueta sin pedo!!! M O R E N A G A N A!","vamos claudia,quiero seguir vendiendo micheladas ilegales sobre mi banqueta sin pedo!!!m o r e n a g a n a!","0","1","0","0"
"Graciela Jiménez","@Graciela Jiménez","21:32","Seamos honestos, algo está haciendo muy mal el PRIAND!","seamos honestos,algo está haciendo muy mal el PRIAN!","-1","0","0","0"
"Gerardo","@Gerardo","21:00","Xóchil ya le quitó el puesto a Brozo jajaja.","xochitl ya le quitó el puesto a brozo jajaja.","-1","0","0","0"
"Z E T H O R","@Z E T H O R","21:51","Ya quiero ver a Xóchitl y a Vicente Fox bien ardidos 💋💋💋.","ya quiero ver a xochitl y a vicente fox bien ardidos.","-1","0","0","0"
"Minerva Pintado","@Minerva Pintado","21:31","MÁYNEZ MÁYNEZ MÁYNEZ MÁYNEZ 🧡🧡🧡🧡🧡🧡🧡.","maynez maynez maynez maynez.","0","0","1","0"
"Roberto De la cruz","@Roberto De la cruz","21:27","Aunq nos llamen chairo les damos palo.","aunque nos llamen chairo les damos palo.","-1","-1","-1","-1"
"Alex Olsen","@Alex Olsen","21:59","CLAUDIA SHEIN PRÓXIMA PRESIDENTA 💋💋💋💋.","claudia sheinbaum próxima presidenta.","0","1","0","0"
"Santiago Alejandro Gomez Moreno","@Santiago Alejandro Gomez Moreno","21:09","Xóchitl zzzz.","xochitl zzzz.","1","0","0","0"
"Teresa Madrid","@Teresa Madrid","21:16","MAYNEZ ES FIFE.","maynez es fifi.","0","0","1","0"
"camila Magaña Ángeles","@camila Magaña Ángeles","21:51","VIVA XOCHITL GALVEZ 💗💗","viva xochitl galvez","1","0","0","0"
"Pandita azul","@Pandita azul","21:58","Pobre Maynez, apenas va ocho por ciento de votos.","pobre maynez,apenas va ocho por ciento de votos.","0","-1","-1","0"
"Alex Hear","@Alex Hear","21:27","Xóchitl presidenta!!!! Primera presidenta de México.","xochitl presidenta!!!!primera presidenta de méxico.","1","0","0","0"
"Andrea Pérez","@Andrea Pérez","21:02","VAMOS XOCHITL","vamos xochitl","1","0","0","0"
"Luis Garcia Flores","@Luis Garcia Flores","21:50","El PRI robó más, acuérdense","el pri representado por xochitl robó más,acuérdense","-1","0","0","0"
"호석정","@호석정","21:23","Ya vi a los xochilovers llorando porque van a tener que trabajar 😱😹","ya vi a los quienes aman a xochitl llorando porque van a tener que trabajar","-1","0","0","0"
"A. Isaac","@A. Isaac","21:15","Ya dejen de hablar y digan quién va ganando 🚬🗿.","ya dejen de hablar y digan quién va ganando.","-1","-1","-1","-1"
"el pana miguel","@el pana miguel","21:04","Fuera Morena, no más destrucción para nuestro país.","fuera morena,no más destrucción para nuestro país.","0","-1","0","0"
"xcristo_7u7x","@xcristo_7u7x","21:13","Morenaaaaaa my love 💘, el amor por el cambio real.","morenaaaaaa mi amor,el amor por el cambio real.","0","1","0","0"
"POU","@POU","21:06","Va ganando Claudia con 59% dice el PREP, cada vez más cerca.","va ganando claudia con 59 dice el PREP,cada vez más cerca.","0","1","0","0"
"Dulce María","@Dulce María","21:48","Xóchitl gana, el cambio es ahora.","xochitl gana,el cambio es ahora.","1","0","0","0"
"Tony Vega D Oz","@Tony Vega D Oz","21:13","Viva Claudia GOD, es tiempo de avanzar juntos.","viva claudia dios,es tiempo de avanzar juntos.","0","1","0","0"
"Gol Manía","@Gol Manía","21:55","Arriba Morena, México despierta de una vez por todas.","arriba morena,méxico despierta de una vez por todas.","0","1","0","0"
"Gutierrez Yadira","@Gutierrez Yadira","21:23","Claudia para presidenta, el cambio que merecemos.","claudia para presidenta,el cambio que merecemos.","0","1","0","0"
"AaronGM1999","@AaronGM1999","21:07","Puro gato con Claudia, ya sabemos quiénes la siguen.","puro gato con claudia,ya sabemos quiénes la siguen.","0","1","0","0"
"Magdalena","@Magdalena","21:48","¿Ganó Claudia??? 🤨🤳, parece que todo apunta hacia allá.","¿ganó claudia???,parece que todo apunta hacia allá.","0","1","0","0"
"Luna Garcia Valeria","@Luna Garcia Valeria","21:12","Gente, México jamás va a ser Venezolano, no caigan en esos miedos.","gente,méxico jamás va a hacer venezolano,no caigan en esos miedos.","0","-1","-1","-1"
"Billy Butcher","@Billy Butcher","21:39","Tus perros ya valieron vrg 🗣🔥, no hay marcha atrás.","tus perros ya valieron verga,no hay marcha atrás.","-1","-1","-1","0"
"Isaias Rodrigo Sanchez Ibarra","@Isaias Rodrigo Sanchez Ibarra","21:49","Corazón naranja 🍊. Maynez sigue firme.","corazón naranja.maynez sigue firme.","0","0","1","0"
"Danna Gamer 356","@Danna Gamer 356","21:41","¡Claudia, Claudia, Claudia!!!! Vamos con todo.","¡claudia,claudia,claudia!!!!vamos con todo.","0","1","0","0"
"Vanesa Hernandez","@Vanesa Hernandez","21:31","Que gane Claudia, necesitamos una presidenta fuerte.","que gane claudia,necesitamos una presidenta fuerte.","0","1","0","0"
"SYMG","@SYMG","21:05","Ya ganó Claudia y también Clara Brugada, es un nuevo comienzo.","ya ganó claudia y también Clara brugada,es un nuevo comienzo.","0","1","0","0"
"A. Ulises Águila Garcia G.","@A. Ulises Águila Garcia G.","21:05","No saben cómo ansío ver la jeta de la botarga ❗😂😂😂.","no saben cómo ansío ver la jeta de la botarga.","-1","0","0","0"
"joshua Lazcano","@joshua Lazcano","21:56","🇲🇽🇲🇽 LA NUEVA COMANDANTE SUPREMA DE LAS FUERZAS ARMADAS MEXICANAS, CLAUDIA SHEINBAUM PARDO!! 🇲🇽🇲🇽.","la nueva comandante suprema de las fuerzas armadas mexicanas,claudia sheinbaum pardo!!.","0","1","0","0"
"Miss Jessy","@Miss Jessy","21:36","Jajajajajajajajajaja, el panorama sigue siendo un chiste para muchos.","jajajajajajajajajaja,el panorama sigue siendo un chiste para muchos.","-1","-1","-1","0"
"Pedro Escalera","@Pedro Escalera","21:34","Viva Morena 🤩, el cambio está aquí.","viva morena,el cambio está aquí.","0","1","0","0"
"~Nestor~","@~Nestor~","21:16","Claudia, Queen of Mexico. Ya se siente el cambio.","claudia,queen of méxico.ya se siente el cambio.","0","1","0","0"
"Maribel Perez","@Maribel Perez","21:11","No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando.","no manda ya el gobierno,manda el pueblo,entienden?pero se sienten perdidos por eso su amarillismo.claudia presidenta!!!le pese a quienes tenían beneficios del PAN y el pri representado por xochitl.70 años robando.","-1","1","0","0"
"trbl","@trbl","21:26","¡Claudia va a ganar! ❤🤍❤🤍❤🤍❤🤍. Todo está a favor del progreso.","¡claudia va a ganar!.todo está a favor del progreso.","0","1","0","0"
"Victor Manuel","@Victor Manuel","21:59","Andan muy callados los prianistas, ya no tienen excusas.","andan muy callados los prianistas,ya no tienen excusas.","-1","0","0","0"
"Hector Cervantes","@Hector Cervantes","21:09","¡Viva Maynez! Su momento está cerca.","¡viva maynez!su momento está cerca.","0","0","1","0"
"Camdraw","@Camdraw","21:08","No va a ganar Claudia, pero seguimos atentos.","no va a ganar claudia,pero seguimos atentos.","0","1","0","0"
"Maribel Perez","@Maribel Perez","21:29","No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando.","no manda ya el gobierno,manda el pueblo,entienden?pero se sienten perdidos por eso su amarillismo.claudia presidenta!!!le pese a quienes tenían beneficios del PAN y el pri representado por xochitl.70 años robando.","-1","1","0","0"
"el democrático azul y blanco","@el democrático azul y blanco","21:27","Xochilt Xochilt Xochilt ❤️❤️❤️. El cambio que necesitamos.","xochitl xochitl xochitl.el cambio que necesitamos.","1","0","0","0"
"omar sanchez","@omar sanchez","21:51","Esta Xóchitl es una perdedora, no sabe representar.","esta xochitl es una perdedora,no sabe representar.","-1","0","0","0"
"Briseida Estrella Montoya Bravo","@Briseida Estrella Montoya Bravo","21:30","Claudia, el futuro está asegurado contigo.","claudia,el futuro está asegurado contigo.","0","1","0","0"
"Mari Ramírez","@Mari Ramírez","21:04","Mi mamá está llorando de tristeza, ya se veía con su despensa cada mes. Ahora nos roban impuestos y recursos del país.","mi mamá está llorando de tristeza,ya se veía con su despensa cada mes.ahora nos roban impuestos y recursos del país.","0","-1","0","0"
"Gaticristo-2009","@Gaticristo-2009","21:15","Que se caiga el sistema si hacen fraude, no más injusticias.","que se caiga el sistema si hacen fraude,no más injusticias.","0","-1","0","-1"
"Yeezy 808","@Yeezy 808","21:04","Maynez, Maynez, Maynez, el más perdedor 🧡🧡.","maynez,maynez,maynez,el más perdedor.","0","0","1","0"
"Victor Manuel","@Victor Manuel","21:23","Andan muy callados los prianistas, el tiempo ya no está a su favor.","andan muy callados los prianistas,el tiempo ya no está a su favor.","-1","0","0","0"
"Natt Vega","@Natt Vega","21:12","Claudia, tu patrona 💗🤗. Cada paso nos lleva al cambio.","claudia,tu patrona.cada paso nos lleva al cambio.","0","1","0","0"
"Alejandro Oli","@Alejandro Oli","21:51","Siento decirles a los fifís que Claudia está arrasando. Lleva el doble en el PREP jejeje.","siento decirles a los fifís que claudia está arrasando.lleva el doble en el PREP jejeje.","0","1","0","0"
"Gaticristo-2009","@Gaticristo-2009","21:59","Se acabaron los privilegios para los ricos, ahora sí vamos por igualdad.","se acabaron los privilegios para los ricos,ahora sí vamos por igualdad.","0","-1","0","0"
"Rodrax 999","@Rodrax 999","21:27","Si gana Xóchitl nos vamos a la 💩, ya lo sabemos.","si gana xochitl nos vamos a la,ya lo sabemos.","-1","0","0","0"
"LuisEmilioTube","@LuisEmilioTube","21:02","Viva Morena, seguimos construyendo.","viva morena,seguimos construyendo.","0","1","0","0"
"Maribel Perez","@Maribel Perez","21:29","No manda ya el gobierno, manda el pueblo, entienden? Pero se sienten perdidos por eso su amarillismo. Claudia presidenta!!! Le pese a quienes tenían beneficios del PAN y el PRI. 70 años robando.","no manda ya el gobierno,manda el pueblo,entienden?pero se sienten perdidos por eso su amarillismo.claudia presidenta!!!le pese a quienes tenían beneficios del PAN y el pri representado por xochitl.70 años robando.","-1","1","0","0"
"David Omar","@David Omar","21:37","Va a ganar Claudia, no hay duda.","va a ganar claudia,no hay duda.","0","1","0","0"
"Angel Campuzano","@Angel Campuzano","21:14","Muchos abrazos para los narcos, ya que están celebrando con ustedes. Una ironía dolorosa.","muchos abrazos para los narcotraficantes,ya que están celebrando con ustedes.una ironía dolorosa.","0","-1","-1","-1"
"Nahomi Lugo Perez","@Nahomi Lugo Perez","21:09","Todo México va por Xochitl, es la esperanza de muchos.","todo méxico va por xochitl,es la esperanza de muchos.","1","0","0","0"
"Brian Kevin Bautista Flores","@Brian Kevin Bautista Flores","21:24","¿A qué hora dan los resultados? La espera desespera.","¿a qué hora dan los resultados?la espera desespera.","0","-1","-1","0"
"Héctor HV","@Héctor HV","21:10","Va ganando Morena con 58.9% según el INE, parece definitivo.","va ganando morena con 58.9 según el INE,parece definitivo.","0","1","0","0"
"Jonathan RH","@Jonathan RH","21:21","GANO CLAUDIAAA, la primera presidenta de México.","gano claudiaaa,la primera presidenta de méxico.","0","1","0","0"
"Alondra Barron","@Alondra Barron","21:08","Que gane Claudia, ya es tiempo.","que gane claudia,ya es tiempo.","0","1","0","0"
"Vania Méndez","@Vania Méndez","21:05","Ya ganó Claudia, y soporten. Es momento de un cambio.","ya ganó claudia,y soporten.es momento de un cambio.","0","1","0","0"
"Jose Antonio Pérez Sánchez","@Jose Antonio Pérez Sánchez","21:04","Dan pena ajena los que dicen que ya ganó Xóchitl. No ven la realidad.","dan pena ajena los que dicen que ya ganó xochitl.no ven la realidad.","-1","0","0","0"
"Lizzeth Pineda","@Lizzeth Pineda","21:15","Cásate conmigo Claudia, eres inspiración pura.","cásate conmigo claudia,eres inspiración pura.","0","1","0","0"
"Panfletita_De Corazón56","@Panfletita_De Corazón56","21:16","Fuera Xóchitl, ya no más excusas.","fuera xochitl,ya no más excusas.","-1","0","0","0"
"Lic. Angélica Sandoval","@Lic. Angélica Sandoval","21:01","Venga Xóchitl!!! Tienes mi apoyo total.","venga xochitl!!!tienes mi apoyo total.","1","0","0","0"
"Severo de Santiago","@Severo de Santiago","21:02","Ni modo Xóchitl, a vender gelatinas. Llévate al Zócalo al marihuano de Fox para que te ayude a cobrar.","ni modo xochitl,a vender gelatinas.llévate al zócalo al marihuano de fox para que te ayude a cobrar.","-1","0","0","0"
"A. Isaac","@A. Isaac","21:10","Claudia mi patrona 🥵🥵, sigue liderando el cambio.","claudia mi patrona,sigue liderando el cambio.","0","1","0","0"
"Pingüino Piki","@Pingüino Piki","21:28","Claudia Claudia Claudia presidenta, vamos con todo.","claudia claudia claudia presidenta,vamos con todo.","0","1","0","0"
"Andrea Natalia Sandoval Rodríguez","@Andrea Natalia Sandoval Rodríguez","21:09","Vamos Xóchitl, aún podemos lograrlo.","vamos xochitl,aún podemos lograrlo.","1","0","0","0"
"Gaticristo-2009","@Gaticristo-2009","21:08","Otro Venezuela ya no saben qué decir ajajajaj.","otro venezuela ya no saben qué decir ajajajaj.","0","-1","-1","0"
"vixen_r","@vixen_r","21:44","Viva Sheinbaum, el futuro se construye ahora.","viva sheinbaum,el futuro se construye ahora.","0","1","0","0"
"César Velázquez","@César Velázquez","21:04","Estamos contigo Claudia 💪🏼💪🏼💪🏼💪🏼, sigamos juntos hacia adelante.","estamos contigo claudia,sigamos juntos hacia adelante.","0","1","0","0"
"Gaticristo-2009","@Gaticristo-2009","21:06","No se saben otra que repetir como loros lo de Venezuela?? Ya basta.","no se saben otra que repetir como loros lo de venezuela??ya basta.","-1","-1","-1","0"
"Jesús Ramos","@Jesús Ramos","21:33","Viva Morena, el cambio sigue avanzando.","viva morena,el cambio sigue avanzando.","0","1","0","0"
"Sandra G","@Sandra G","21:44","Xóchitl presidenta! El país lo necesita.","xochitl presidenta!el país lo necesita.","1","0","0","0"
"Hannah1111","@Hannah1111","21:28","Fuera Morena, ya basta de lo mismo disfrazado de cambio.","fuera morena,ya basta de lo mismo disfrazado de cambio.","0","-1","0","0"
"Alejandra Azcorra","@Alejandra Azcorra","21:03","¿Quién votaría por Claudia? Para que sigan la corrupción, las mentiras y la violencia.","¿quién votaría por claudia?para que sigan la corrupción,las mentiras y la violencia.","0","-1","0","0"
"César Velázquez","@César Velázquez","21:05","Claudia es la mejor opción. Vamos con todo hacia un México mejor.","claudia es la mejor opción.vamos con todo hacia un méxico mejor.","0","1","0","0"
"asud alib","@asud alib","21:28","No había competencia, por supuesto que la ganadora será Claudia. Good vibes para México.","no había competencia,por supuesto que la ganadora será claudia.dios vibes para méxico.","0","1","0","0"
"Gaby 🎸","@Gaby 🎸","21:36","Maynez, en ti confío. Sigamos construyendo el cambio.","maynez,en ti confío.sigamos construyendo el cambio.","0","0","1","0"
"Gaticristo-2009","@Gaticristo-2009","21:12","Claudia, nuestra esperanza sigue firme.","claudia,nuestra esperanza sigue firme.","0","1","0","0"
"Brandon Rodriguez","@Brandon Rodriguez","21:03","¡Ya ganó Xóchitl! ❤❤❤❤❤❤.","¡ya ganó xochitl!.","1","0","0","0"
"Ivan g","@Ivan g","21:12","Claudia desde Canadá 🇨🇦. El mundo también la apoya.","claudia desde canadá.el mundo también la apoya.","0","1","0","0"
"Ramirez Martinez Luis Francisco","@Ramirez Martinez Luis Francisco","21:28","El pueblo sabe que con Claudia es mejor. El futuro está claro.","el pueblo sabe que con claudia es mejor.el futuro está claro.","0","1","0","0"
"Andrés Mendoza Moreno","@Andrés Mendoza Moreno","21:30","¡Xóchitl! Tú eres mi pastora y señora de la verdad, ya ganamos!","¡xochitl!tú eres mi pastora y señora de la verdad,ya ganamos!","1","0","0","0"
"NighxMX","@NighxMX","21:42","Gano Claudia, weyes. Ya es un hecho.","gano claudia,weyes.ya es un hecho.","0","1","0","0"
"Jordan Alexander","@Jordan Alexander","21:15","¡Viva México, viva Morena! 🇲🇽🇲🇽🇲🇽 Claudia presidenta.","¡viva méxico,viva morena!claudia presidenta.","0","1","0","0"
"slave","@slave","21:03","Ya ganamos hermanos mexicanos. Todos con Claudia.","ya ganamos hermanos mexicanos.todos con claudia.","0","1","0","0"
"Berlin V DUCK OFICIAL","@Berlin V DUCK OFICIAL","21:18","Viva Claudia presidenta 😘. Estamos contigo.","viva claudia presidenta.estamos contigo.","0","1","0","0"
"Rafa117","@Rafa117","21:27","¿Ya lo anunciaron? La espera es interminable.","¿ya lo anunciaron?la espera es interminable.","0","-1","-1","0"
"impostor 205","@impostor 205","21:52","Una mesa imparcial sería lo mejor, pero solo ven por ellos mismos. Necesitamos transparencia.","una mesa imparcial sería lo mejor,pero solo ven por ellos mismos.necesitamos transparencia.","0","0","-1","-1"
"User","arroba","hora de publicación","publicación","publicación","0","0","0","1"
"Tuñon Guerrero Fernando","@tuñonguerrerof","22:15","Xóchitl está bien","xochitl está bien","1","0","0","0"
"Sergio","@sergio","22:37","xochilt está escondida en su ratonera","xochitl está escondida en su ratonera","-1","0","0","0"
"Roberto Franco","@robertofranco","22:42","ni modo va a gobernar una lagartija 🦎","ni modo va a gobernar una lagartija","0","-1","-1","-1"
"Roberto Franco","@robertofranco","22:40","pues que les digo que están igual de nefastos e ignorantes que el gobierno actual 😃😅","pues que les digo que están igual de nefastos e ignorantes que el gobierno actual","-1","-1","-1","-1"
"Guillermo Canek","@guillermocanek","22:14","cómo va la CDMX","cómo va la Ciudad de México","0","0","0","-1"
"Fátima SC","@fatimasc","22:44","Fuera Morena 😘","fuera morena","0","-1","0","0"
"Enrique Aldana","@enriquealdana","22:32","que ya salga Viri Ríos","que ya salga viri ríos","0","0","0","-1"
"Yael Muisc","@yaelmuisc","22:39","vamos Xóchitl","vamos xochitl","1","0","0","0"
"Shionx Vx","@shionxvx","22:22","ya ganó Claudia","ya ganó claudia","0","1","0","0"
"Angel Ja","@angelja","22:58","Claudia vamos","claudia vamos","0","1","0","0"
"Luis Angel","@luisangel","22:30","CLAUDIA VAMOOOOO","claudia vamooooo","0","1","0","0"
"Antonio Fernandez","@antoniofernandez","22:56","Claudia Presidenta","claudia presidenta","0","1","0","0"
"LEmON_BArK","@lemon_bark","22:26","viva claudia 😍","viva claudia","0","1","0","0"
"Miguel Angelo Rich","@miguelangelorich","22:45","arriba la doctora Claudia","arriba la doctora claudia","0","1","0","0"
"Yolanda Reyes","@yolandareyes","22:16","PRESENTA CLAUDIA 🇲🇽🥳 🥳 🥳 🥳 🥳 🥳🥳","presenta claudia","0","1","0","0"
"Miranda","@miranda","22:38","MARISOL DOMÍNGUEZ PRESIDENTA🫦🫦‼‼","marisol domínguez presidenta","0","1","0","0"
"Marcusmonkey2000","@marcusmonkey2000","22:28","arriba Maynez 🧡🧡","arriba maynez","0","0","1","0"
"BRAYAM MP","@brayammp","22:47","bravo morenistas la cagaron buenos para nada","bravo morenistas la cagaron buenos para nada","0","-1","-1","0"
"PoisonedDollitaa","@poisoneddollitaa","22:34","MARISOL DOMÍNGUEZ PRESIDENTA ❗❗❗❗","marisol domínguez presidenta","0","1","0","0"
"Andrea Natalia Sandoval Rodríguez","@andreasandoval","22:41","FUERA MORENA! RATEROS!","fuera morena!rateros!","0","-1","0","0"
"Yanett Serna","@yanettserna","22:23","CLAUDIA ✨","claudia","0","1","0","0"
"Guillermo Canek","@guillermocanek","22:35","Xóchitl ganó, unas memizas","xochitl ganó,unas memizas","1","0","0","0"
"Marcusmonkey2000","@marcusmonkey2000","22:18","Maynez Maynez 🧡💛","maynez maynez","0","0","1","0"
"María Fernanda","@mariafernanda","22:13","q gane xochitl","que gane xochitl","1","0","0","0"
"Alexis Esquivel","@alexisesquivel","22:59","Si gana claudia enseñó el pilin","si gana claudia enseñó el pilin","0","1","0","0"
"JuanMa Morales","@juanmamorales","22:13","Fuera morena","fuera morena","0","-1","0","0"
"Lord Farquad","@lordfarquad","22:22","si gana huacho, hay que decirle adios a la seguriadad de Mérida","si gana huacho,hay que decirle adios a la seguriadad de mérida","0","-1","0","0"
"Guadalupe González","@guadalupegonzalez","22:30","MÁYNEZ!! 🧡","maynez!!","0","0","1","0"
"Yanett Serna","@yanettserna","22:39","CLAUDIAface-blue-smiling","claudiaface blue smiling","0","1","0","0"
"Dulce Flores","@dulceflores","22:52","Blanca vergel 😘👍🏼","blanca vergel","0","0","0","1"
